type,Key,ClientId
TextArea,undefinedWellFieldsetPleaseentertheMissionStatementofyourorganization,3
TextArea,undefinedWellFieldsetPleaseidentifyanykeySynchronyFinancialEmployeesvolunteeringwithyourorganizationEnternoneiftherearenone,3
TextArea,undefinedWellFieldsetPleaselistallmembersonyourboardofdirectors,3
TextField,undefinedWellWellFieldsetColumns2Address2,3
TextField,undefinedWellWellFieldsetColumns2City,3
TextField,undefinedWellWellFieldsetColumns2Country,3
TextField,undefinedWellWellFieldsetColumns2EMailAddress,3
Number,undefinedWellWellFieldsetColumns2Fax,3
TextField,undefinedWellWellFieldsetColumns2State,3
Number,undefinedWellWellFieldsetColumns2Telephone,3
TextField,undefinedWellWellFieldsetColumns2ZipPostalCode,3
TextField,undefinedWellWellFieldsetColumnsAddress,3
TextField,undefinedWellWellFieldsetColumnsFirstName,3
TextField,undefinedWellWellFieldsetColumnsLastName,3
TextField,undefinedWellWellFieldsetColumnsTitle,3
TextField,address,3
Selectboxes,hobbies,3
TextField,jobTitle1,3
TextField,name21,3
TextField,name5,3
Selectboxes,type,3
TextArea,textArea211,3
TextArea,2,3
Checkbox,checkbox31,3
Number,number31,3
TextArea,textArea17,3
Checkbox,checkbox7,3
FileUpload,fileUpload4,3
Number,number8,3
Number,number6,3
Selectboxes,selectBoxes3,3
TextField,textField12,3
Number,number7,3
Selectboxes,selectBoxes4,3
TextField,textField13,3
TextField,name9,3
Radio,radio5,3
CustomDataTable,activity,3
Checkbox,checkbox22,3
Checkbox,checkbox8,3
FileUpload,fileUpload7,3
Radio,radio3,3
TextArea,textArea13,3
TextArea,textArea23,3
TextArea,textArea31,3
TextField,undefinedText,3
FileUpload,fileUpload11,3
Number,number25,3
Number,number26,3
TextField,name23,3
Radio,radio10,3
Checkbox,undefinedCheckBox,3
Checkbox,undefinedCheckBox4,3
Checkbox,undefinedCheckBox6,3
FileUpload,undefinedFileUpload,3
FileUpload,undefinedFileUpload5,3
FileUpload,undefinedFileUpload8,3
CustomDataTable,undefinedMultiSelect,3
CustomDataTable,undefinedMultiSelect2,3
CustomDataTable,undefinedMultiSelect3,3
TextArea,undefinedTextArea,3
TextArea,undefinedTextArea10,3
TextArea,undefinedTextArea8,3
Checkbox,undefinedCheckBox1,3
Checkbox,undefinedCheckBox5,3
FileUpload,undefinedFileUpload1,3
FileUpload,undefinedFileUpload7,3
TextArea,undefinedTextArea2,3
TextArea,undefinedTextArea9,3
Checkbox,checkbox5,3
Number,number3,3
Checkbox,checkbox6,3
Number,number4,3
Number,undefinedHowmanyslicesofpizzadoyoulike,3
TextField,undefinedTobeaddressedwithMultvalues,3
TextField,undefinedWell2Text,3
TextField,undefinedWellText,3
TextArea,undefinedWellTextArea,3
Number,AmountofRequest,3
TextField,ApplicantEmail,3
TextField,ApplicantMailingAddress,3
TextField,ApplicantMailingCity,3
TextField,ApplicantMailingState,3
Number,ApplicantMailingZip,3
TextField,ApplicantName,3
TextField,ApplicantPhone,3
TextField,ApplicantPhysicalAddress,3
TextField,ApplicantPhysicalCity,3
TextField,ApplicantPhysicalState,3
Number,ApplicantPhysicalZip,3
TextField,ApplicantPositionTitle,3
TextField,ApplicantWebsite,3
TextArea,BackgroundHistory,3
TextField,DateFounded,3
TextField,DateofPaymentNeeded,3
TextField,DateofRequest,3
TextField,DBA,3
TextArea,DemographicBreakdown,3
FileUpload,DeterminationLetter,3
Number,EventSponsorshipAmount,3
FileUpload,Form990,3
TextField,FundingTypeOther,3
TextField,GeographicArea,3
TextArea,ImplementationTimeline,3
TextField,LegalName,3
TextArea,MissionStatement,3
TextArea,Narrative,3
Number,NumberFullTimeStaff,3
Number,NumberServed,3
Number,NumberServedAnnually,3
TextArea,NumberVolunteers,3
Number,OperatingBudget,3
FileUpload,OrganizationalBudget,3
TextArea,OrganizationsCollaborate,3
TextArea,ProposalSupportPlans,3
FileUpload,SignedFinancialStatements,3
TextField,TaxIDNumber,3
TextArea,TellaStory,3
TextField,Timeframe,3
TextField,TitleofGrantRequest,3
Number,TotalProjectBudget,3
Selectboxes,TypeofFunding,3
TextArea,VisionStatement,3
Number,number2,3
Number,currency,3
TextField,jfjfjdfjfjfj12,3
Number,undefinedEnterhowmanypeoplewillbenefit13,3
TextArea,undefinedEntersometextareastuffhere8,3
Number,undefinedFieldsetNumber113,3
Number,undefinedFieldsetNumber213,3
Number,undefinedFieldsetNumber313,3
Number,undefinedFieldsetTotal13,3
Number,undefinedWell3AmountRequested13,3
CustomDataTable,undefinedWell3Areyoua501C312,3
CustomDataTable,undefinedWell3Doyoumeetourrequirements12,3
Number,undefinedWell3Number13,3
Checkbox,undefinedWell4Ihavereadandagreetothestatementsabove13,3
Checkbox,checkbox11,3
FileUpload,fileUpload13,3
Number,number11,3
TextArea,textArea15,3
TextArea,textArea24,3
TextField,jfjfjdfjfjfj9,3
Number,undefinedEnterhowmanypeoplewillbenefit10,3
TextArea,undefinedEntersometextareastuffhere6,3
Number,undefinedFieldsetNumber110,3
Number,undefinedFieldsetNumber210,3
Number,undefinedFieldsetNumber310,3
Number,undefinedFieldsetTotal10,3
Number,undefinedWell3AmountRequested10,3
CustomDataTable,undefinedWell3Areyoua501C39,3
CustomDataTable,undefinedWell3Doyoumeetourrequirements9,3
Number,undefinedWell3Number10,3
Checkbox,undefinedWell4Ihavereadandagreetothestatementsabove10,3
TextField,jfjfjdfjfjfj11,3
TextField,jfjfjdfjfjfj3,3
TextField,jfjfjdfjfjfj4,3
TextField,jfjfjdfjfjfj6,3
TextField,jfjfjdfjfjfj7,3
Number,undefinedEnterhowmanypeoplewillbenefit12,3
Number,undefinedEnterhowmanypeoplewillbenefit4,3
Number,undefinedEnterhowmanypeoplewillbenefit5,3
Number,undefinedEnterhowmanypeoplewillbenefit7,3
Number,undefinedEnterhowmanypeoplewillbenefit8,3
TextArea,undefinedEntersometextareastuffhere1,3
TextArea,undefinedEntersometextareastuffhere2,3
TextArea,undefinedEntersometextareastuffhere3,3
TextArea,undefinedEntersometextareastuffhere4,3
TextArea,undefinedEntersometextareastuffhere7,3
Number,undefinedFieldsetNumber112,3
Number,undefinedFieldsetNumber14,3
Number,undefinedFieldsetNumber15,3
Number,undefinedFieldsetNumber17,3
Number,undefinedFieldsetNumber18,3
Number,undefinedFieldsetNumber212,3
Number,undefinedFieldsetNumber24,3
Number,undefinedFieldsetNumber25,3
Number,undefinedFieldsetNumber27,3
Number,undefinedFieldsetNumber28,3
Number,undefinedFieldsetNumber312,3
Number,undefinedFieldsetNumber34,3
Number,undefinedFieldsetNumber35,3
Number,undefinedFieldsetNumber37,3
Number,undefinedFieldsetNumber38,3
Number,undefinedFieldsetTotal12,3
Number,undefinedFieldsetTotal4,3
Number,undefinedFieldsetTotal5,3
Number,undefinedFieldsetTotal7,3
Number,undefinedFieldsetTotal8,3
Number,undefinedWell3AmountRequested12,3
Number,undefinedWell3AmountRequested4,3
Number,undefinedWell3AmountRequested5,3
Number,undefinedWell3AmountRequested7,3
Number,undefinedWell3AmountRequested8,3
CustomDataTable,undefinedWell3Areyoua501C311,3
CustomDataTable,undefinedWell3Areyoua501C33,3
CustomDataTable,undefinedWell3Areyoua501C34,3
CustomDataTable,undefinedWell3Areyoua501C36,3
CustomDataTable,undefinedWell3Areyoua501C37,3
CustomDataTable,undefinedWell3Doyoumeetourrequirements11,3
CustomDataTable,undefinedWell3Doyoumeetourrequirements3,3
CustomDataTable,undefinedWell3Doyoumeetourrequirements4,3
CustomDataTable,undefinedWell3Doyoumeetourrequirements6,3
CustomDataTable,undefinedWell3Doyoumeetourrequirements7,3
Number,undefinedWell3Number12,3
Number,undefinedWell3Number4,3
Number,undefinedWell3Number5,3
Number,undefinedWell3Number7,3
Number,undefinedWell3Number8,3
Checkbox,undefinedWell4Ihavereadandagreetothestatementsabove12,3
Checkbox,undefinedWell4Ihavereadandagreetothestatementsabove4,3
Checkbox,undefinedWell4Ihavereadandagreetothestatementsabove5,3
Checkbox,undefinedWell4Ihavereadandagreetothestatementsabove7,3
Checkbox,undefinedWell4Ihavereadandagreetothestatementsabove8,3
TextField,jfjfjdfjfjfj1,3
TextField,jfjfjdfjfjfj10,3
Number,undefinedEnterhowmanypeoplewillbenefit11,3
Number,undefinedEnterhowmanypeoplewillbenefit2,3
Number,undefinedFieldsetNumber111,3
Number,undefinedFieldsetNumber12,3
Number,undefinedFieldsetNumber211,3
Number,undefinedFieldsetNumber22,3
Number,undefinedFieldsetNumber311,3
Number,undefinedFieldsetNumber32,3
Number,undefinedFieldsetTotal11,3
Number,undefinedFieldsetTotal2,3
Number,undefinedWell3AmountRequested11,3
Number,undefinedWell3AmountRequested2,3
CustomDataTable,undefinedWell3Areyoua501C31,3
CustomDataTable,undefinedWell3Areyoua501C310,3
CustomDataTable,undefinedWell3Doyoumeetourrequirements1,3
CustomDataTable,undefinedWell3Doyoumeetourrequirements10,3
Number,undefinedWell3Number11,3
Number,undefinedWell3Number2,3
Checkbox,undefinedWell4Ihavereadandagreetothestatementsabove11,3
Checkbox,undefinedWell4Ihavereadandagreetothestatementsabove2,3
TextField,jfjfjdfjfjfj5,3
Number,undefinedEnterhowmanypeoplewillbenefit6,3
Number,undefinedFieldsetNumber16,3
Number,undefinedFieldsetNumber26,3
Number,undefinedFieldsetNumber36,3
Number,undefinedFieldsetTotal6,3
Number,undefinedWell3AmountRequested6,3
CustomDataTable,undefinedWell3Areyoua501C35,3
CustomDataTable,undefinedWell3Doyoumeetourrequirements5,3
Number,undefinedWell3Number6,3
Checkbox,undefinedWell4Ihavereadandagreetothestatementsabove6,3
TextField,jfjfjdfjfjfj8,3
Number,undefinedEnterhowmanypeoplewillbenefit9,3
TextArea,undefinedEntersometextareastuffhere5,3
Number,undefinedFieldsetNumber19,3
Number,undefinedFieldsetNumber29,3
Number,undefinedFieldsetNumber39,3
Number,undefinedFieldsetTotal9,3
Number,undefinedWell3AmountRequested9,3
CustomDataTable,undefinedWell3Areyoua501C38,3
CustomDataTable,undefinedWell3Doyoumeetourrequirements8,3
Number,undefinedWell3Number9,3
Checkbox,undefinedWell4Ihavereadandagreetothestatementsabove9,3
TextField,jfjfjdfjfjfj,3
Number,undefinedEnterhowmanypeoplewillbenefit,3
Number,undefinedEnterhowmanypeoplewillbenefit1,3
TextArea,undefinedEntersometextareastuffhere,3
Number,undefinedFieldsetNumber1,3
Number,undefinedFieldsetNumber11,3
Number,undefinedFieldsetNumber2,3
Number,undefinedFieldsetNumber21,3
Number,undefinedFieldsetNumber3,3
Number,undefinedFieldsetNumber31,3
Number,undefinedFieldsetTotal,3
Number,undefinedFieldsetTotal1,3
Number,undefinedWell3AmountRequested,3
Number,undefinedWell3AmountRequested1,3
CustomDataTable,undefinedWell3Areyoua501C3,3
CustomDataTable,undefinedWell3Doyoumeetourrequirements,3
Number,undefinedWell3Number,3
Number,undefinedWell3Number1,3
Checkbox,undefinedWell4Ihavereadandagreetothestatementsabove,3
Checkbox,undefinedWell4Ihavereadandagreetothestatementsabove1,3
CustomDataTable,customDataTable,3
CustomDataTable,canadaStatesPicklist,3
CustomDataTable,riverPicklist,3
CustomDataTable,riverSingle,3
Date,activityDate,3
CustomDataTable,canada,3
CustomDataTable,rivers,3
TextField,textField,3
TextField,textField9,3
TextField,textField10,3
TextField,textField3,3
TextField,textField2,3
FileUpload,fileUpload2,3
Date,missionDate,3
TextArea,Activity_Details,3
CustomDataTable,Activity_Type3,3
TextField,Benefiting_Org_Contact_First_Name2,3
TextField,Benefiting_Org_Contact_Website_Link2,3
TextField,benefitingOrganizationLocation,3
Number,howManyPeopleWillThisActivitySupport2,3
Checkbox,iAcknowledgeTheCtcGrantWillNotBeDirectlyDonatedUsedForPurchasesOfGiftCardsOrOtherCashGifts,3
TextArea,pleaseListThePlacesYouMustVisitForThisActivity,3
TextField,pleaseProvideANameForThisEventForReferencePurposesExForestersBeachCleanup2,3
TextField,compayCode,3
Date,today,3
Number,cashAmountUsd,3
TextField,data,3
Checkbox,oonBostonsHelp,3
Number,theWestWingReunionPicturesShowBehindthescenesDetails,3
TextField,pAulTest,3
Date,activityDate2,3
Date,activityDate3,3
Date,activityDate4,3
Date,activityDate5,3
Date,activityDate6,3
Date,activityDate7,3
Date,activityDate8,3
CustomDataTable,1Business,3
CustomDataTable,2BusinessUnit,3
CustomDataTable,businessUnit1,3
CustomDataTable,businessUnit2,3
CustomDataTable,businessUnit3,3
CustomDataTable,businessUnit4,3
CustomDataTable,2BusinessUnitVolunteerGrants,3
TextField,3RequestorsName,3
TextField,4RequestorsEmail,3
TextField,5ContributionCoordinatorsName,3
TextField,6ContributionCoordinatorsEmail,3
CustomDataTable,7RequestorsRole,3
TextField,7AExplainOther,3
TextField,7OrganizationContact,3
TextField,8OrganizationContactEmail,3
CustomDataTable,typeOfContribution1,3
TextField,describePurchasedGoods1,3
FileUpload,forItRelatedGoodsAttachApprovalReceivedFromItAssetManagementTeamEndUserTechnologyAigComForFurnitureOrOtherGoodsAttachApprovalReceivedFromCrestCrestAdminAigCom1,3
CustomDataTable,12IsContribution100TaxDeductibleCharitable,3
Number,ifNoNonCharitableAmountUsd,3
TextArea,11BudgetCode,3
CustomDataTable,13FocusArea4,3
CustomDataTable,15SelectTheRelevantBusinessOrEmployeeRelationshipWithThisOrganization,3
TextField,15AEnterNameS,3
TextField,explainOther,3
CustomDataTable,14AIGContribution4,3
TextArea,12BusinessJustification,3
TextField,15ContributionOrEventDateMmDdYyyy,3
CustomDataTable,GovernmentEntity,3
CustomDataTable,18Approval,3
TextField,whoIsTheBusinessUnitManagerExpenseApproverForThisCharitableContribution1,3
TextField,20WhoIsTheBusinessOrFunctionalApproverForThisCharitableContribution1,3
FileUpload,gmFile1,3
FileUpload,21a,3
CustomDataTable,doYouHaveAdditionalDocumentsToUpload,3
FileUpload,pleaseAttachAdditionalDocumentsHereSuchAsEventInvitationSponsorshipRequestInvoiceManagerOrComplianceApprovalNpo990Other,3
FileUpload,pleaseAttachAdditionalDocumentsHereSuchAsEventInvitationSponsorshipRequestInvoiceManagerOrComplianceApprovalNpo990Other2,3
FileUpload,pleaseAttachAdditionalDocumentsHereSuchAsEventInvitationSponsorshipRequestInvoiceManagerOrComplianceApprovalNpo990Other3,3
FileUpload,otherPdf,3
CustomDataTable,wasSupervisingPrincipalApprovalObtainedForDonationsMadeFromAigCapitalServicesAcs,3
FileUpload,21ASupervisingPrinciplesApproval,3
Radio,23Affirmation,3
TextField,gcStandardField_projectTitle,3
Date,gcStandardField_projectStartDate,3
Date,gcStandardField_projectEndDate,3
TextArea,gcStandardField_projectDescription,3
TextField,gcStandardField_projectTitle2,3
TextField,gcStandardField_textField,3
Date,gcStandardField_date,3
Checkbox,gcStandardField_checkbox,3
Number,gcStandardField_number,3
FileUpload,gcStandardField_boardMembers,3
FileUpload,gcStandardField_organizationsMostRecent990,3
FileUpload,gcStandardField_organizationsIRSDeterminationLetter,3
FileUpload,gcStandardField_w9,3
FileUpload,gcStandardField_currentAnnualOperatingBudget,3
FileUpload,gcStandardField_mostRecentAuditedFinancialStatement,3
FileUpload,gcStandardField_mostRecentAnnualReport,3
FileUpload,gcStandardField_projectBudget,3
FileUpload,gcStandardField_sponsorshipPacket,3
FileUpload,gcStandardField_additionalFileAttachments,3
DataPoint,gcStandardField_numberOfPeopleServedByTheProgramArtsAndCultural,3
DataPoint,gcStandardField_numberOfScreeningsPerformedArtsAndCultural,3
DataPoint,gcStandardField_numberOfVisitorsWhoAttendEventsHeldAsPartOfTheProgram,3
DataPoint,gcStandardField_numberOfPatronsServedThroughPublicPerformances,3
DataPoint,gcStandardField_numberOfPublicPerformancesPresented,3
CustomDataTable,gcStandardField_picklist,3
DataPoint,gcStandardField_male,3
DataPoint,gcStandardField_female,3
DataPoint,gcStandardField_genderNonconforming,3
Table,gcStandardField_table,3
TextField,gcStandardField_firstName,3
TextField,gcStandardField_lastName,3
TextField,gcStandardField_phone,3
TextField,gcStandardField_food,3
TextArea,gcStandardField_description,3
Date,gcStandardField_date2,3
Number,gcStandardField_calories,3
TextArea,gcStandardField_additionalComments,3
CustomDataTable,importTest1,3
CustomDataTable,importTest2,3
Subset,gcStandardField_artsAndCultural,3
Subset,gcStandardField_performingArts,3
Table,gcStandardField_contactsTable,3
Subset,gcStandardField_artsAndCulturalCopy,3
Table,gcStandardField_dietTrackerTable,3
TextArea,provideYourReview,4
Checkbox,undefinedBycheckingthisboxIconfirmthatIhavenotpreviouslybenefittedfromthisemployeerelieffundinthepastyear,4
TextField,undefinedColumnsDateofIncident,4
TextField,undefinedColumnsEmployeeEmail,4
TextField,undefinedColumnsEmployeeHireDate,4
TextField,undefinedColumnsEmployeeId,4
TextField,undefinedColumnsEmployeeName,4
TextField,undefinedColumnsEmployeePhoneNumber,4
FileUpload,undefinedIfyouhaveanydocumentationthatdemonstratesyourneedpleaseprovideithere,4
Selectboxes,undefinedPleaseselectoneormultiplecategoriestodefineyourneedforassistance,4
Number,undefinedRequestedAmountofAssistance,4
TextArea,undefinedWhatisthereasonforyourrequestforassistancePleaseprovideasmanydetailsaspossible,4
TextArea,undefinedWhatisthereasonforyourrequestforassistancePleaseprovideasmanydetailsaspossible2,4
TextField,undefinedColumnsEventName,4
TextField,undefinedEventDate,4
TextField,undefinedEventLocation,4
TextArea,undefinedExplanationofEvent,4
TextArea,undefinedExplanationofEvent2,4
TextArea,undefinedExplanationofEvent3,4
TextArea,undefinedExplanationofEvent4,4
Number,undefinedSponsorshipFundingRequest,4
TextField,undefinedColumnsProjectLead1,4
TextField,undefinedColumnsProjectLead2,4
TextField,undefinedColumnsProjectLeadContactNumber,4
TextArea,undefinedPleasedescribethecurrentprogressoftheproject,4
TextArea,undefinedPleasedescribethecurrentprogressoftheproject2,4
TextArea,undefinedPleasedescribethecurrentprogressoftheproject3,4
FileUpload,undefinedPleaseuploadafinancialreportindicatingtheexpendituresforthereportingperiod,4
TextField,undefinedColumnsProjectDuration,4
TextField,undefinedColumnsProjectLead,4
Number,undefinedColumnsRequestedGrantAmount,4
TextField,undefinedColumnsTeamStrength,4
Number,undefinedColumnsTotalProjectExpenses,4
CustomDataTable,undefinedFieldset3WellIsyourorganizationanIrsRegisteredtaxExempt501C3Organization,4
CustomDataTable,undefinedFieldset3WellIsyourorganizationanIrsRegisteredtaxExempt501C3Organization2,4
Selectboxes,undefinedPleasechecktheSustainableDevelopmentGoalsthatthisprojectalignswith,4
FileUpload,undefinedPleaseprovideyourIrsDeterminationLetter,4
TextArea,undefinedProjectDetails,4
TextArea,undefinedProjectDetails2,4
TextField,undefinedProjectTitle,4
CustomDataTable,undefinedSelectthefocusareaofyourproject,4
CustomDataTable,undefinedWhatisthereachofyourprojectedimpact,4
CustomDataTable,undefinedDropdown,4
TextArea,undefinedTextArea,4
TextField,undefinedUndefinedColumnsTestField,4
TextField,gcStandardField_projectTitle,4
Date,gcStandardField_projectStartDate,4
Date,gcStandardField_projectEndDate,4
TextArea,gcStandardField_projectDescription,4
TextField,gcStandardField_projectTitle2,4
TextField,gcStandardField_textField,4
Date,gcStandardField_date,4
Checkbox,gcStandardField_checkbox,4
Number,gcStandardField_number,4
FileUpload,gcStandardField_boardMembers,4
FileUpload,gcStandardField_organizationsMostRecent990,4
FileUpload,gcStandardField_organizationsIRSDeterminationLetter,4
FileUpload,gcStandardField_w9,4
FileUpload,gcStandardField_currentAnnualOperatingBudget,4
FileUpload,gcStandardField_mostRecentAuditedFinancialStatement,4
FileUpload,gcStandardField_mostRecentAnnualReport,4
FileUpload,gcStandardField_projectBudget,4
FileUpload,gcStandardField_sponsorshipPacket,4
FileUpload,gcStandardField_additionalFileAttachments,4
DataPoint,gcStandardField_numberOfPeopleServedByTheProgramArtsAndCultural,4
DataPoint,gcStandardField_numberOfScreeningsPerformedArtsAndCultural,4
DataPoint,gcStandardField_numberOfVisitorsWhoAttendEventsHeldAsPartOfTheProgram,4
DataPoint,gcStandardField_numberOfPatronsServedThroughPublicPerformances,4
DataPoint,gcStandardField_numberOfPublicPerformancesPresented,4
CustomDataTable,gcStandardField_picklist,4
DataPoint,gcStandardField_male,4
DataPoint,gcStandardField_female,4
DataPoint,gcStandardField_genderNonconforming,4
Table,gcStandardField_table,4
TextField,gcStandardField_firstName,4
TextField,gcStandardField_lastName,4
TextField,gcStandardField_phone,4
TextField,gcStandardField_food,4
TextArea,gcStandardField_description,4
Date,gcStandardField_date2,4
Number,gcStandardField_calories,4
TextArea,gcStandardField_additionalComments,4
Subset,gcStandardField_artsAndCultural,4
Subset,gcStandardField_performingArts,4
Table,gcStandardField_contactsTable,4
Subset,gcStandardField_artsAndCulturalCopy,4
Table,gcStandardField_dietTrackerTable,4
TextField,gcStandardField_projectTitle,5
Date,gcStandardField_projectStartDate,5
Date,gcStandardField_projectEndDate,5
TextArea,gcStandardField_projectDescription,5
TextField,gcStandardField_projectTitle2,5
TextField,gcStandardField_textField,5
Date,gcStandardField_date,5
Checkbox,gcStandardField_checkbox,5
Number,gcStandardField_number,5
FileUpload,gcStandardField_boardMembers,5
FileUpload,gcStandardField_organizationsMostRecent990,5
FileUpload,gcStandardField_organizationsIRSDeterminationLetter,5
FileUpload,gcStandardField_w9,5
FileUpload,gcStandardField_currentAnnualOperatingBudget,5
FileUpload,gcStandardField_mostRecentAuditedFinancialStatement,5
FileUpload,gcStandardField_mostRecentAnnualReport,5
FileUpload,gcStandardField_projectBudget,5
FileUpload,gcStandardField_sponsorshipPacket,5
FileUpload,gcStandardField_additionalFileAttachments,5
DataPoint,gcStandardField_numberOfPeopleServedByTheProgramArtsAndCultural,5
DataPoint,gcStandardField_numberOfScreeningsPerformedArtsAndCultural,5
DataPoint,gcStandardField_numberOfVisitorsWhoAttendEventsHeldAsPartOfTheProgram,5
DataPoint,gcStandardField_numberOfPatronsServedThroughPublicPerformances,5
DataPoint,gcStandardField_numberOfPublicPerformancesPresented,5
CustomDataTable,gcStandardField_picklist,5
DataPoint,gcStandardField_male,5
DataPoint,gcStandardField_female,5
DataPoint,gcStandardField_genderNonconforming,5
Table,gcStandardField_table,5
TextField,gcStandardField_firstName,5
TextField,gcStandardField_lastName,5
TextField,gcStandardField_phone,5
TextField,gcStandardField_food,5
TextArea,gcStandardField_description,5
Date,gcStandardField_date2,5
Number,gcStandardField_calories,5
TextArea,gcStandardField_additionalComments,5
Subset,gcStandardField_artsAndCultural,5
Subset,gcStandardField_performingArts,5
Table,gcStandardField_contactsTable,5
Subset,gcStandardField_artsAndCulturalCopy,5
Table,gcStandardField_dietTrackerTable,5
CustomDataTable,testdatatable,6
TextArea,testingTextArea,6
Number,testingNumber,6
TextField,testingTextField,6
Number,howManyYearsHaveYouWorkedForTheCompany,6
TextArea,explainTheVolunteerWorkYouHaveDoneThisCurrentYear,6
CustomDataTable,howManyTimesAYearDoYouTravel,6
CustomDataTable,lsYEsNO,6
Number,number,6
TextArea,explainTheVolunteerWorkYouHaveDoneThisCurrentYearCopy,6
TextArea,steelyDanTest,6
Number,jazzTimeBaby,6
CustomDataTable,harrisonTest,6
TextArea,textArea,6
TextField,text,6
CustomDataTable,help,6
CustomDataTable,lSnewdataTableRF10152019,6
Number,lSnewNumberRF1015,6
TextArea,paulWonderfulReferenceField,6
TextArea,dJTest,6
Number,paulWonderful1122Field,6
TextField,name,6
TextField,addressLine1,6
TextField,addressLine2,6
TextField,city,6
TextField,state,6
TextField,zipCode,6
TextField,streetAddress1Secondary,6
TextField,streetAddress2Secondary,6
TextField,citySecondary,6
TextField,stateSecondary,6
TextField,zipCodeSecondary,6
TextField,attentionTo,6
TextArea,additionalInstructions,6
TextField,payeeNameReferenceFieldTextField,6
CustomDataTable,customDataFieldForPhoneType,6
Number,d,6
TextArea,drewIsARefField,6
CustomDataTable,drewbertVonSchubertsCdtrf,6
CustomDataTable,carRefField,6
CustomDataTable,treeReferenceField,6
CustomDataTable,treeReferenceFieldCopy,6
CustomDataTable,treeReferenceFieldCopyCopy,6
CustomDataTable,treeReferenceFieldCopyCopyCopy,6
CustomDataTable,dJCameras,6
TextArea,additionalInstructionsCopy,6
CustomDataTable,referenceTextFlowers,6
CustomDataTable,expensiveCarsReferenceFieldCustomDataTable,6
Date,dateField,6
Date,dateRefField,6
Number,myField1,6
TextField,referenceForCatNameTextBox,6
Date,referenceFieldForDate4152020,6
Date,referenceFieldDateIsRequired,6
Date,dateReferenceHasDefaultOf4272020,6
Checkbox,referenceCheckboxForVictory,6
Checkbox,reference4172020Checkbox,6
TextField,nominatedCharity,6
TextField,nominatedCharityFund,6
TextArea,grantPurpose,6
Radio,referenceFieldRadioButtonSuperhero,6
Radio,referenceRadioButtonYesOrNo,6
Selectboxes,selectCheckBoxWithDriFitColors,6
Selectboxes,referenceSelectBox2SelectSuperHero,6
Checkbox,referenceFieldCheckbox,6
Selectboxes,referenceSelectBoxWithDataTable3,6
CustomDataTable,customDataTableDriFitColorsSupportMultipleAnswers,6
TextArea,referenceTextAreaForFunStories,6
CustomDataTable,referenceCustomDataForDriFitColorsMultAnswers,6
Number,referenceFieldNumberInput,6
Date,newDateRefField,6
Date,thisIsFerSherADate,6
Date,referenceDateField4272020Created,6
Checkbox,referenceFieldCheckbox4272020,6
CustomDataTable,referenceFieldDatacustomtableMultAnswers4272020,6
Date,referenceFieldDate4272020,6
Radio,referenceFieldRadioButton4272020,6
Selectboxes,referenceFieldSelectBoxes4272020,6
Number,referenceFieldNumberInput4272020,6
TextArea,referenceFieldTextArea4272020,6
TextField,referenceFieldTextField4272020,6
Date,drewsDateRefField,6
CustomDataTable,referenceCustomDataTable4272020MultAnswer,6
CustomDataTable,referenceFieldWithCustomDataTableDoesNotSupportMultValues,6
TextField,textMulti,6
FileUpload,johnsUltimateFileUploadTest,6
TextField,referenceFieldTextBoxSupportMultValues572020,6
TextArea,referenceFieldTextAreaSupportMultValues572020,6
Number,referenceFieldNumberInput512,6
Date,sickNastyDate,6
CustomDataTable,aCSFirstDropdown,6
CustomDataTable,Picklist1,6
Checkbox,dJCheckboxGm,6
FileUpload,dJFileUploadGm,6
FileUpload,FileUpload45,6
FileUpload,refFileUploadGm,6
TextField,requestDate,6
Number,requestUSSitesAntNoPeopleServed,6
Number,requestUSSitesAntNoCommunitiesBenefit,6
TextField,orgWWW,6
TextArea,orgMissionHistory,6
TextField,orgPCPrefix,6
TextField,orgPCMiddleInitial,6
TextField,orgPCSuffix,6
TextField,orgPCOfficeStreetAddress1,6
CustomDataTable,orgPCOfficeState,6
CustomDataTable,orgPCOfficeCountry,6
TextField,orgPCOfficeExtension,6
TextField,orgPCEmail,6
TextField,orgPCFirstName,6
TextField,orgPCLastName,6
TextField,orgPCTitle,6
TextField,orgPCOfficeStreetAddress2,6
TextField,orgPCOfficePostalCode,6
TextField,orgPCOfficePhone,6
TextField,orgPCMobilePhone,6
TextField,requestPCPrefix,6
TextField,requestPCMiddleInitial,6
TextField,requestPCSuffix,6
TextField,requestPCOfficeStreetAddress1,6
CustomDataTable,requestPCOfficeState,6
CustomDataTable,requestPCOfficeCountry,6
TextField,requestPCOfficeExtension,6
TextField,requestPCEmail,6
TextField,requestPCFirstName,6
TextField,requestPCLastName,6
TextField,requestPCTitle,6
TextField,requestPCOfficeStreetAddress2,6
TextField,requestPCOfficePostalCode,6
TextField,requestPCOfficePhone,6
TextField,requestPCMobilePhone,6
TextField,requestProjectTitle,6
TextField,requestStartDate,6
TextField,requestEndDate,6
CustomDataTable,requestType,6
TextArea,requestSTEMProjectDesc,6
TextArea,requestSTEMTargetPopulation,6
TextArea,requestSTEMIssuesAddressed,6
TextArea,requestSTEMHowIssuesAddressed,6
TextArea,requestSTEMHowReplicated,6
CustomDataTable,requestSTEMScalable,6
TextArea,requestSTEMScalableYesExplain,6
TextArea,requestB2TProjectDesc,6
